id,title,location_id,location_name,location_slug,city,property_type,area_sqft,bedrooms,bathrooms,property_age,floor_number,total_floors,amenities,amenity_count,has_parking,has_power_backup,has_security,has_gym,has_pool,has_clubhouse,lat,lng,base_micro_price_sqft,fair_value_sqft,fair_value_total,current_price,monthly_rent,rental_yield,infra_score,flood_risk_score,demand_index,supply_index,selling_days,status,listed_date
1728,1 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,555,1,1,7,2,18,"[""Gymnasium"", ""Children Play Area"", ""Rainwater Harvesting"", ""Power Backup""]",4,False,True,False,True,False,False,13.03835,80.21714,14800,14671,8142405,7816709,23070,3.4,95,40,85,36,45,Active,2026-05-04
1729,2 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,929,2,2,12,4,8,"[""EV Charging Station"", ""Rainwater Harvesting"", ""Gymnasium""]",3,False,False,False,True,False,False,12.96126,80.25722,7500,6780,6298620,6613551,23620,4.5,86,58,77,60,72,Sold,2026-03-27
1730,1 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,627,1,1,0,4,21,"[""24/7 Security"", ""Intercom"", ""Swimming Pool""]",3,False,False,True,False,True,False,13.08509,80.20225,14200,17072,10704144,11560476,24976,2.8,94,22,86,42,48,Active,2026-05-12
1731,3 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,3150,3,3,2,1,1,"[""24/7 Security"", ""Rainwater Harvesting""]",2,False,False,True,False,False,False,13.00917,80.20417,11500,12108,38140200,37377396,123956,3.9,96,30,78,45,52,Active,2026-02-07
1732,4 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,2166,4,3,12,2,16,"[""Children Play Area"", ""Intercom"", ""Covered Car Parking"", ""Rainwater Harvesting"", ""Power Backup""]",5,True,True,False,False,False,False,12.9063,80.18117,5400,4905,10624230,10624230,35414,4.0,80,52,82,64,70,Active,2026-04-01
1733,4 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,2560,4,4,15,1,1,"[""Gymnasium"", ""Power Backup"", ""Covered Car Parking"", ""EV Charging Station"", ""Children Play Area""]",5,True,True,False,True,False,False,12.92643,80.18752,5400,4758,12180480,11936870,40602,4.0,80,52,82,64,70,Sold,2026-01-24
1734,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1585,3,2,0,3,16,"[""Swimming Pool"", ""Power Backup"", ""Intercom"", ""Clubhouse""]",4,False,True,False,False,True,True,12.96364,80.21217,7800,8741,13854485,13300306,53109,4.6,82,78,79,62,75,Active,2026-07-21
1735,4 BHK Villa in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Villa,2841,4,4,3,1,3,"[""Gymnasium"", ""Intercom"", ""Power Backup"", ""24/7 Security"", ""Rainwater Harvesting"", ""Clubhouse"", ""Children Play Area""]",7,False,True,True,True,False,True,12.84784,80.23586,9200,11895,33793695,35483380,90117,3.2,75,68,69,52,90,Sold,2026-01-01
1736,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1715,3,2,7,3,4,"[""Clubhouse""]",1,False,False,False,False,False,True,13.03533,80.1467,6400,6041,10360315,9945902,37124,4.3,85,42,81,58,65,Active,2026-01-13
1737,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1843,3,3,7,7,13,"[""Rainwater Harvesting"", ""Covered Car Parking""]",2,True,False,False,False,False,False,12.91276,80.23093,6100,5888,10851584,10634552,39789,4.4,84,62,72,78,105,Active,2026-01-03
1738,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,910,2,2,13,8,12,"[""Clubhouse"", ""EV Charging Station"", ""Children Play Area""]",3,False,False,False,False,False,True,12.88722,80.21691,6200,5468,4975880,4776845,17001,4.1,88,45,68,82,115,Active,2026-02-18
1739,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1241,2,2,2,2,7,"[""EV Charging Station"", ""Covered Car Parking"", ""Gymnasium"", ""Rainwater Harvesting""]",4,True,False,False,True,False,False,13.0008,80.20044,11500,11388,14132508,13849858,45931,3.9,96,30,78,45,52,Active,2026-07-19
1740,4 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,3598,4,4,4,1,3,"[""Children Play Area"", ""Swimming Pool"", ""EV Charging Station""]",3,False,False,False,False,True,False,12.91051,80.23324,6100,7569,27233262,26688597,99855,4.4,84,62,72,78,105,Sold,2026-04-01
1741,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,999,2,2,8,12,17,"[""EV Charging Station"", ""Rainwater Harvesting"", ""Clubhouse"", ""Swimming Pool"", ""Intercom""]",5,False,False,False,False,True,True,12.92464,80.13462,5100,5223,5217777,5009066,16523,3.8,79,32,84,54,60,Active,2026-01-15
1742,1 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,648,1,1,11,4,18,"[""24/7 Security"", ""EV Charging Station"", ""Power Backup"", ""Intercom""]",4,False,True,True,False,False,False,13.08817,80.21146,14200,13781,8930088,9644495,20837,2.8,94,22,86,42,48,Active,2026-02-04
1743,4 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,3134,4,4,2,1,2,"[""24/7 Security"", ""Gymnasium"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Clubhouse""]",5,False,False,True,True,False,True,12.89031,80.22651,6100,7920,24821280,26806982,91011,4.4,84,62,72,78,105,Active,2026-02-13
1744,3 BHK Villa in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Villa,2907,3,3,4,1,3,"[""Children Play Area"", ""Intercom"", ""Rainwater Harvesting"", ""Gymnasium"", ""Power Backup"", ""EV Charging Station"", ""Clubhouse"", ""Swimming Pool""]",8,False,True,False,True,True,True,12.88052,80.21968,6200,8040,23372280,23839726,79855,4.1,88,45,68,82,115,Active,2026-03-05
1745,3 BHK Independent House in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Independent House,2645,3,3,8,1,3,"[""EV Charging Station"", ""Gymnasium""]",2,False,False,False,True,False,False,12.89019,80.22297,6200,5522,14605690,15774145,49903,4.1,88,45,68,82,115,Sold,2026-03-07
1746,3 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,2742,3,3,15,1,2,"[""Covered Car Parking"", ""Clubhouse""]",2,True,False,False,False,False,True,13.03462,80.229,14800,12659,34710978,34016758,98348,3.4,95,40,85,36,45,Active,2026-04-24
1747,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1901,3,2,8,1,17,"[""Intercom"", ""Children Play Area"", ""Power Backup"", ""Gymnasium"", ""Swimming Pool"", ""Clubhouse""]",6,False,True,False,True,True,True,12.85228,80.24489,9200,9803,18635503,18635503,49695,3.2,75,68,69,52,90,Active,2026-03-01
1748,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1817,3,2,13,7,19,"[""Covered Car Parking""]",1,True,False,False,False,False,False,13.00024,80.19937,11500,9890,17970130,18868636,58403,3.9,96,30,78,45,52,Active,2026-04-09
1749,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1199,2,2,10,24,24,"[""EV Charging Station"", ""Swimming Pool"", ""Rainwater Harvesting"", ""24/7 Security""]",4,False,False,True,False,True,False,12.89846,80.24761,6200,6399,7672401,8056021,26214,4.1,88,45,68,82,115,Active,2026-04-23
1750,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,931,2,2,0,3,17,"[""Intercom"", ""24/7 Security""]",2,False,False,True,False,False,False,13.00028,80.19846,11500,12351,11498781,11268805,37371,3.9,96,30,78,45,52,Active,2026-04-07
1751,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1413,3,3,1,3,10,"[""Clubhouse"", ""Rainwater Harvesting""]",2,False,False,False,False,False,True,12.90619,80.19558,5400,5569,7868997,8026377,26230,4.0,80,52,82,64,70,Sold,2026-07-03
1752,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1946,3,3,15,4,17,"[""Children Play Area""]",1,False,False,False,False,False,False,12.90981,80.23184,6100,5157,10035522,9834812,36797,4.4,84,62,72,78,105,Sold,2026-03-06
1753,4 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,2623,4,4,11,1,1,"[""Intercom"", ""Children Play Area"", ""Power Backup""]",3,False,True,False,False,False,False,12.9583,80.2518,7500,6569,17230487,16541268,64614,4.5,86,58,77,60,72,Active,2026-01-27
1754,5 BHK Villa in Medavakkam,7,Medavakkam,medavakkam,Chennai,Villa,2232,5,5,9,1,2,"[""Clubhouse"", ""Rainwater Harvesting"", ""Swimming Pool"", ""Gymnasium"", ""Covered Car Parking"", ""Power Backup"", ""EV Charging Station"", ""24/7 Security""]",8,True,True,True,True,True,True,12.93332,80.18706,5400,6482,14467824,14467824,48226,4.0,80,52,82,64,70,Sold,2026-04-09
1755,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1342,3,3,2,1,21,"[""EV Charging Station"", ""Swimming Pool"", ""Power Backup"", ""Children Play Area""]",4,False,True,False,False,True,False,12.89203,80.23273,6100,6245,8380790,8045558,30730,4.4,84,62,72,78,105,Active,2026-02-15
1756,3 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1291,3,2,6,10,13,"[""Clubhouse"", ""Children Play Area""]",2,False,False,False,False,False,True,12.87655,80.22882,6200,6130,7913830,8072107,27039,4.1,88,45,68,82,115,Sold,2026-03-13
1757,2 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,907,2,2,8,6,18,"[""Children Play Area"", ""Power Backup"", ""Swimming Pool"", ""24/7 Security""]",4,False,True,True,False,True,False,12.97578,80.23198,7500,7380,6693660,6559787,25101,4.5,86,58,77,60,72,Active,2026-01-24
1758,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1612,3,3,11,2,5,"[""Rainwater Harvesting"", ""Intercom"", ""Covered Car Parking"", ""Swimming Pool"", ""EV Charging Station""]",5,True,False,False,False,True,False,12.92733,80.18732,5400,4986,8037432,8439304,26791,4.0,80,52,82,64,70,Sold,2026-05-08
1759,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,930,2,2,2,6,19,"[""Rainwater Harvesting"", ""Gymnasium"", ""Children Play Area""]",3,False,False,False,True,False,False,12.91545,80.12556,5100,5249,4881570,4783939,15458,3.8,79,32,84,54,60,Active,2026-01-10
1760,4 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,1343,4,4,15,1,1,"[""EV Charging Station"", ""Children Play Area"", ""Covered Car Parking"", ""Intercom""]",4,True,False,False,False,False,False,12.97148,80.23938,7500,6819,9157917,8974759,34342,4.5,86,58,77,60,72,Active,2026-02-18
1761,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,955,2,2,8,16,22,"[""Rainwater Harvesting"", ""Covered Car Parking"", ""Swimming Pool"", ""Power Backup"", ""Intercom""]",5,True,True,False,False,True,False,13.00623,80.26209,15800,16459,15718345,15089611,34056,2.6,93,38,88,38,42,Active,2026-05-14
1762,3 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1708,3,3,13,13,15,"[""Swimming Pool"", ""Clubhouse"", ""Rainwater Harvesting"", ""24/7 Security"", ""EV Charging Station"", ""Covered Car Parking"", ""Gymnasium"", ""Intercom""]",8,True,False,True,True,True,True,13.02996,80.15263,6400,6538,11166904,10720228,40015,4.3,85,42,81,58,65,Sold,2026-07-03
1763,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1586,3,2,8,2,23,"[""Intercom"", ""Swimming Pool"", ""Power Backup""]",3,False,True,False,False,True,False,13.00124,80.19185,11500,10032,15910752,15592537,51710,3.9,96,30,78,45,52,Active,2026-03-07
1764,2 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,853,2,2,11,4,9,"[""Swimming Pool"", ""Clubhouse""]",2,False,False,False,False,True,True,13.07829,80.20416,14200,14006,11947118,11947118,27877,2.8,94,22,86,42,48,Active,2026-07-11
1765,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1340,3,2,10,8,23,"[""Covered Car Parking"", ""Swimming Pool"", ""Power Backup""]",3,True,True,False,False,True,False,13.00665,80.19633,11500,10180,13641200,13914024,44334,3.9,96,30,78,45,52,Active,2026-07-18
1766,3 BHK Villa in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Villa,3052,3,3,3,1,2,"[""Clubhouse"", ""24/7 Security"", ""Power Backup""]",3,False,True,True,False,False,True,12.85328,80.25734,9200,11338,34603576,35295648,92276,3.2,75,68,69,52,90,Active,2026-05-14
1767,3 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,4401,3,3,5,1,2,"[""Intercom"", ""Power Backup"", ""Gymnasium"", ""EV Charging Station"", ""Clubhouse"", ""Covered Car Parking""]",6,True,True,False,True,False,True,12.92825,80.12301,5100,6364,28007964,26887645,88692,3.8,79,32,84,54,60,Sold,2026-05-02
1768,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1892,3,3,4,14,14,"[""Gymnasium""]",1,False,False,False,True,False,False,12.90428,80.22312,6100,6012,11374704,11147210,41707,4.4,84,62,72,78,105,Sold,2026-04-13
1769,1 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,637,1,1,11,10,13,"[""Clubhouse"", ""Gymnasium"", ""Swimming Pool""]",3,False,False,False,True,True,True,13.09147,80.22296,14200,13640,8688680,8862454,20274,2.8,94,22,86,42,48,Sold,2026-07-28
1770,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1859,3,2,3,11,18,"[""Clubhouse"", ""Rainwater Harvesting"", ""Children Play Area"", ""Power Backup"", ""Swimming Pool""]",5,False,True,False,False,True,True,13.04645,80.14523,6400,7099,13197041,14252804,47289,4.3,85,42,81,58,65,Sold,2026-04-12
1771,3 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1411,3,3,10,8,12,"[""Intercom"", ""Children Play Area""]",2,False,False,False,False,False,False,13.0921,80.21821,14200,12583,17754613,17754613,41427,2.8,94,22,86,42,48,Active,2026-02-23
1772,3 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1715,3,2,0,8,18,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.88701,80.2257,6200,6612,11339580,11906559,38744,4.1,88,45,68,82,115,Sold,2026-06-18
1773,2 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,920,2,2,6,1,12,"[""Gymnasium"", ""Rainwater Harvesting""]",2,False,False,False,True,False,False,13.04383,80.14925,6400,5957,5480440,5480440,19638,4.3,85,42,81,58,65,Active,2026-07-11
1774,3 BHK Penthouse in Guindy,6,Guindy,guindy,Chennai,Penthouse,3185,3,4,3,20,20,"[""Clubhouse"", ""Gymnasium"", ""Intercom"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Swimming Pool"", ""Power Backup""]",7,False,True,False,True,True,True,13.00936,80.19183,11500,16333,52020605,53061017,169067,3.9,96,30,78,45,52,Active,2026-04-21
1775,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,1159,2,2,8,6,8,"[""Clubhouse"", ""Rainwater Harvesting"", ""Gymnasium"", ""24/7 Security"", ""Children Play Area"", ""EV Charging Station"", ""Intercom"", ""Power Backup""]",8,False,True,True,True,False,True,12.91507,80.1319,5100,5808,6731472,7269990,21316,3.8,79,32,84,54,60,Active,2026-05-26
1776,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1287,3,3,15,16,21,"[""Children Play Area""]",1,False,False,False,False,False,False,12.9735,80.21131,7800,6624,8525088,8695590,32680,4.6,82,78,79,62,75,Active,2026-07-19
1777,5 BHK Villa in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Villa,3160,5,5,9,1,2,"[""Intercom"", ""Children Play Area"", ""Covered Car Parking"", ""Swimming Pool"", ""Clubhouse"", ""24/7 Security""]",6,True,False,True,False,True,True,13.0685,80.19773,14200,18778,59338480,56964941,138456,2.8,94,22,86,42,48,Sold,2026-04-23
1778,3 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1723,3,3,10,5,5,"[""Covered Car Parking"", ""Intercom"", ""Power Backup"", ""Children Play Area"", ""Rainwater Harvesting""]",5,True,True,False,False,False,False,12.85798,80.24633,9200,9302,16027346,16828713,42740,3.2,75,68,69,52,90,Sold,2026-07-11
1779,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1094,2,2,5,7,8,"[""Intercom""]",1,False,False,False,False,False,False,13.043,80.23419,14800,14285,15627790,15627790,44279,3.4,95,40,85,36,45,Active,2026-02-22
1780,3 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,1651,3,3,11,6,10,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.96634,80.23273,7500,6328,10447528,10656479,39178,4.5,86,58,77,60,72,Sold,2026-02-06
1781,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1288,3,2,11,6,21,"[""Clubhouse"", ""24/7 Security"", ""EV Charging Station"", ""Gymnasium""]",4,False,False,True,True,False,True,12.91106,80.13353,5100,4797,6178536,6487463,19565,3.8,79,32,84,54,60,Active,2026-05-25
1782,4 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,1152,4,4,7,1,1,"[""Power Backup"", ""24/7 Security""]",2,False,True,True,False,False,False,13.04388,80.15538,6400,6070,6992640,6712934,25057,4.3,85,42,81,58,65,Sold,2026-05-06
1783,3 BHK Villa in Perungudi,10,Perungudi,perungudi,Chennai,Villa,2255,3,3,6,1,3,"[""EV Charging Station"", ""Swimming Pool"", ""Clubhouse""]",3,False,False,False,False,True,True,12.96315,80.25123,7500,8965,20216075,20620396,75810,4.5,86,58,77,60,72,Active,2026-03-27
1784,4 BHK Villa in Guindy,6,Guindy,guindy,Chennai,Villa,2415,4,4,6,1,3,"[""Clubhouse"", ""Gymnasium"", ""EV Charging Station""]",3,False,False,False,True,False,True,13.01254,80.21364,11500,14991,36203265,36203265,117661,3.9,96,30,78,45,52,Active,2026-01-23
1785,4 BHK Penthouse in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Penthouse,3004,4,5,3,14,14,"[""Covered Car Parking"", ""Power Backup"", ""Clubhouse""]",3,True,True,False,False,False,True,13.0857,80.20584,14200,18601,55877404,54759856,130381,2.8,94,22,86,42,48,Sold,2026-07-15
1786,3 BHK Villa in Velachery,2,Velachery,velachery,Chennai,Villa,4624,3,3,6,1,2,"[""Swimming Pool"", ""Rainwater Harvesting"", ""Children Play Area"", ""Intercom"", ""24/7 Security"", ""Gymnasium"", ""Power Backup"", ""Covered Car Parking""]",8,True,True,True,True,True,False,12.97633,80.2222,7800,10419,48177456,52031652,184680,4.6,82,78,79,62,75,Sold,2026-04-09
1787,2 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,2812,2,2,17,1,1,"[""Clubhouse"", ""Children Play Area"", ""24/7 Security"", ""Gymnasium""]",4,False,False,True,True,False,True,12.91346,80.2008,5400,4163,11706356,12642864,39021,4.0,80,52,82,64,70,Active,2026-03-01
1788,4 BHK Villa in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Villa,3134,4,4,2,1,3,"[""24/7 Security"", ""Children Play Area"", ""Gymnasium""]",3,False,False,True,True,False,False,12.88489,80.23296,6200,7461,23382774,23850429,79891,4.1,88,45,68,82,115,Active,2026-06-05
1789,3 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1490,3,2,0,4,17,"[""24/7 Security"", ""Rainwater Harvesting"", ""Gymnasium"", ""Power Backup"", ""Clubhouse""]",5,False,True,True,True,False,True,13.09667,80.22241,14200,15373,22905770,22447655,53447,2.8,94,22,86,42,48,Active,2026-06-04
1790,3 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,2278,3,3,25,1,1,"[""EV Charging Station"", ""Clubhouse""]",2,False,False,False,False,False,True,12.92563,80.18877,5400,3926,8943428,9122297,29811,4.0,80,52,82,64,70,Active,2026-04-17
1791,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1065,2,2,6,4,5,"[""Rainwater Harvesting"", ""24/7 Security"", ""Clubhouse""]",3,False,False,True,False,False,True,12.99941,80.20524,11500,11657,12414705,13035440,40348,3.9,96,30,78,45,52,Active,2026-07-09
1792,5 BHK Penthouse in Medavakkam,7,Medavakkam,medavakkam,Chennai,Penthouse,4738,5,6,5,22,22,"[""Intercom"", ""Rainwater Harvesting""]",2,False,False,False,False,False,False,12.92682,80.18225,5400,7290,34540020,35230820,115133,4.0,80,52,82,64,70,Sold,2026-01-27
1793,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1858,3,2,5,5,9,"[""Clubhouse""]",1,False,False,False,False,False,True,12.89863,80.23757,6100,6169,11462002,11462002,42027,4.4,84,62,72,78,105,Active,2026-04-10
1794,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1359,3,3,8,4,9,"[""Children Play Area"", ""Covered Car Parking"", ""Power Backup""]",3,True,True,False,False,False,False,13.03975,80.15698,6400,5689,7731351,8117919,27704,4.3,85,42,81,58,65,Active,2026-05-09
1795,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1291,3,2,9,14,15,"[""Covered Car Parking"", ""Power Backup"", ""Children Play Area"", ""EV Charging Station"", ""Gymnasium""]",5,True,True,False,True,False,False,12.90275,80.22131,6100,6357,8206887,8371025,30092,4.4,84,62,72,78,105,Active,2026-01-09
